temperature,humidity,heat_index,wbgt,vulnerability,population,synthetic_mortality_event,synthetic_hospitalization_event,label_source
33.8,52.2,34.775999999999996,33.895918615414644,94.6,16444,1,1,synthetic_demo
35.7,55.3,36.924,36.88239613142852,16.9,16491,1,1,synthetic_demo
37.6,58.4,39.072,40.138014919272166,19.2,16538,1,1,synthetic_demo
39.5,61.5,41.22,43.693391631301026,21.5,16585,1,1,synthetic_demo
41.4,64.6,43.367999999999995,47.58188904207097,23.8,16632,1,1,synthetic_demo
43.3,67.7,45.516,51.83979756687482,26.1,16679,1,1,synthetic_demo
28.2,70.8,30.663999999999998,30.569929189914312,28.4,16726,1,1,synthetic_demo
30.1,73.9,32.812000000000005,33.40056507062458,30.7,16773,1,1,synthetic_demo
32,77,34.96,36.47242582662787,33,16820,1,1,synthetic_demo
33.9,80.1,37.108,39.81295129406923,35.3,16867,1,1,synthetic_demo
35.8,83.2,39.256,43.45208246315157,37.6,16914,1,1,synthetic_demo
37.7,86.3,41.404,47.42243204158558,39.9,16961,1,1,synthetic_demo
39.6,89.4,43.552,51.75946228007545,42.2,17008,1,1,synthetic_demo
41.5,92.5,45.7,56.50167010808843,44.5,17055,1,1,synthetic_demo
43.4,95.6,47.848,61.69077961564479,46.8,17102,1,1,synthetic_demo
28.3,37.7,28.3,25.685055633944597,49.1,17149,1,1,synthetic_demo
30.2,40.8,30.264,27.945337289640122,51.4,17196,1,1,synthetic_demo
32.1,43.9,32.412,30.390441105492776,53.7,17243,1,1,synthetic_demo
34,47,34.56,33.043205533632175,56,17290,1,1,synthetic_demo
35.9,50.1,36.708,35.92868087566975,58.3,17337,1,1,synthetic_demo
37.8,53.2,38.855999999999995,39.074287902946594,60.6,17384,1,1,synthetic_demo
39.7,56.3,41.004000000000005,42.50998360292112,62.9,17431,1,1,synthetic_demo
41.6,59.4,43.152,46.2684341146971,65.2,17478,1,1,synthetic_demo
43.5,62.5,45.3,50.38519490453134,67.5,17525,1,1,synthetic_demo
28.4,65.6,30.447999999999997,30.01704017030848,69.8,17572,1,1,synthetic_demo
30.3,68.7,32.596000000000004,32.77460003746619,72.1,17619,1,1,synthetic_demo
32.2,71.8,34.744,35.7665194426571,74.4,17666,1,1,synthetic_demo
34.1,74.9,36.892,39.019705474157405,76.7,17713,1,1,synthetic_demo
36,78,39.04,42.563534354568475,79,17760,1,1,synthetic_demo
37.9,81.1,41.187999999999995,46.43002071727385,81.3,17807,1,1,synthetic_demo
39.8,84.2,43.336,50.65399412767637,83.6,17854,1,1,synthetic_demo
41.7,87.3,45.484,55.27328289871848,85.9,17901,1,1,synthetic_demo
43.6,90.4,47.632000000000005,60.32890523771699,88.2,17948,1,1,synthetic_demo
28.5,93.5,32.78,34.398568656316634,90.5,17995,1,1,synthetic_demo
30.4,35.6,30.4,27.250752813340494,92.8,18042,1,1,synthetic_demo
32.3,38.7,32.3,29.609186578683474,15.1,18089,0,1,synthetic_demo
34.2,41.8,34.344,32.167339049839306,17.4,18136,0,1,synthetic_demo
36.1,44.9,36.492000000000004,34.94966194659368,19.7,18183,1,1,synthetic_demo
38,48,38.64,37.98294277791164,22,18230,1,1,synthetic_demo
39.9,51.1,40.788,41.29646926948773,24.3,18277,1,1,synthetic_demo
41.8,54.2,42.936,44.92220096614659,26.6,18324,1,1,synthetic_demo
43.7,57.3,45.084,48.89494806126508,28.9,18371,1,1,synthetic_demo
28.6,60.4,30.232000000000003,29.44696215246232,31.2,18418,1,1,synthetic_demo
30.5,63.5,32.38,32.12976835827744,33.5,18465,1,1,synthetic_demo
32.4,66.6,34.528,35.03993346355962,35.8,18512,1,1,synthetic_demo
34.3,69.7,36.675999999999995,38.20382336944992,38.1,18559,1,1,synthetic_demo
36.2,72.8,38.824000000000005,41.650240742551105,40.4,18606,1,1,synthetic_demo
38.1,75.9,40.972,45.410592999986434,42.7,18653,1,1,synthetic_demo
40,79,43.12,49.51906752237974,45,18700,1,1,synthetic_demo
41.9,82.1,45.268,54.012814145525624,47.3,18747,1,1,synthetic_demo
43.8,85.2,47.416,58.9321349690863,49.6,18794,1,1,synthetic_demo
28.7,88.3,32.564,33.874182638401095,51.9,18841,1,1,synthetic_demo
30.6,91.4,34.712,37.06380849844567,54.2,18888,1,1,synthetic_demo
32.5,94.5,36.86,40.531119330116795,56.5,18935,1,1,synthetic_demo
34.4,36.6,34.4,31.26797497440752,58.8,18982,1,1,synthetic_demo
36.3,39.7,36.3,33.94496843025836,61.1,19029,1,1,synthetic_demo
38.2,42.8,38.424,36.86358031585255,63.4,19076,1,1,synthetic_demo
40.1,45.9,40.572,40.05241943711524,65.7,19123,1,1,synthetic_demo
42,49,42.72,43.5427287240896,68,19170,1,1,synthetic_demo
43.9,52.1,44.868,47.36856271129105,70.3,19217,1,1,synthetic_demo
28.8,55.2,30.016000000000002,28.85942525404219,72.6,19264,1,1,synthetic_demo
30.7,58.3,32.164,31.465778036866634,74.9,19311,1,1,synthetic_demo
32.6,61.4,34.312000000000005,34.292352377386756,77.2,19358,1,1,synthetic_demo
34.5,64.5,36.46,37.364964491357796,79.5,19405,1,1,synthetic_demo
36.4,67.6,38.608,40.71183464124179,81.8,19452,1,1,synthetic_demo
38.3,70.7,40.756,44.36375382553166,84.1,19499,1,1,synthetic_demo
40.2,73.8,42.904,48.35425767953643,86.4,19546,1,1,synthetic_demo
42.1,76.9,45.052,52.719807639673675,88.7,19593,1,1,synthetic_demo
44,80,47.2,57.49997941091938,91,19640,1,1,synthetic_demo
28.9,83.1,32.348,33.33275264323156,93.3,19687,1,1,synthetic_demo
30.8,86.2,34.496,36.450539268576534,15.6,19734,1,1,synthetic_demo
32.7,89.3,36.644000000000005,39.8392543811556,17.9,19781,1,1,synthetic_demo
34.6,92.4,38.792,43.52885731486566,20.2,19828,1,1,synthetic_demo
36.5,95.5,40.94,47.55197185170908,22.5,19875,1,1,synthetic_demo
38.4,37.6,38.4,35.71579707398379,24.8,19922,1,1,synthetic_demo
40.3,40.7,40.355999999999995,38.77740045343697,27.1,19969,1,1,synthetic_demo
42.2,43.8,42.504000000000005,42.129551804712435,29.4,20016,1,1,synthetic_demo
44.1,46.9,44.652,45.805539555285165,31.7,20063,1,1,synthetic_demo
29,50,29.8,28.254156484168835,34,20110,0,1,synthetic_demo
30.9,53.1,31.948,30.782333768955798,36.3,20157,1,1,synthetic_demo
32.8,56.2,34.096,33.52345715604224,38.6,20204,1,1,synthetic_demo
34.7,59.3,36.244,36.50278461844884,40.9,20251,1,1,synthetic_demo
36.6,62.4,38.392,39.747945106505746,43.2,20298,1,1,synthetic_demo
38.5,65.5,40.54,43.289103937174836,45.5,20345,1,1,synthetic_demo
40.4,68.6,42.687999999999995,47.15913537877379,47.8,20392,1,1,synthetic_demo
42.3,71.7,44.836,51.39380248443558,50.1,20439,1,1,synthetic_demo
44.2,74.8,46.984,56.031944215276845,52.4,20486,1,1,synthetic_demo
29.1,77.9,32.132000000000005,32.7740087952752,54.7,20533,1,1,synthetic_demo
31,81,34.28,35.818268912985786,57,20580,1,1,synthetic_demo
32.9,84.1,36.428,39.12656515526588,59.3,20627,1,1,synthetic_demo
34.8,87.2,38.576,42.72832292880065,61.6,20674,1,1,synthetic_demo
36.7,90.3,40.724000000000004,46.655600031073725,63.9,20721,1,1,synthetic_demo
38.6,93.4,42.872,50.9432627436351,66.2,20768,1,1,synthetic_demo
40.5,35.5,40.5,37.47097417424167,68.5,20815,1,1,synthetic_demo
42.4,38.6,42.4,40.68219987814264,70.8,20862,1,1,synthetic_demo
44.3,41.7,44.436,44.205374284590896,73.1,20909,1,1,synthetic_demo
29.2,44.8,29.584,27.630879717159768,75.4,20956,1,1,synthetic_demo
31.1,47.9,31.732000000000003,30.079136914785966,77.7,21003,1,1,synthetic_demo
33,51,33.88,32.73292522673481,80,21050,1,1,synthetic_demo
34.9,54.1,36.028,35.61693576673282,82.3,21097,1,1,synthetic_demo
36.8,57.2,38.175999999999995,38.75819720503571,84.6,21144,1,1,synthetic_demo
38.7,60.3,40.324000000000005,42.186239853551015,86.9,21191,1,1,synthetic_demo
40.6,63.4,42.472,45.933266930706154,89.2,21238,1,1,synthetic_demo
42.5,66.5,44.62,50.034333060692944,91.5,21285,1,1,synthetic_demo
44.4,69.6,46.768,54.52753004939457,93.8,21332,1,1,synthetic_demo
29.3,72.7,31.916,32.19767810227176,16.1,21379,1,1,synthetic_demo
31.2,75.8,34.064,35.16670212864146,18.4,21426,1,1,synthetic_demo
33.1,78.9,36.212,38.39273262840886,20.7,21473,1,1,synthetic_demo
35,82,38.36,41.90465255917759,23,21520,1,1,synthetic_demo
36.9,85.1,40.507999999999996,45.73394486179191,25.3,21567,1,1,synthetic_demo
38.8,88.2,42.656,49.91486726076417,27.6,21614,1,1,synthetic_demo
40.7,91.3,44.804,54.484634356598505,29.9,21661,1,1,synthetic_demo
42.6,94.4,46.952,59.48360705098871,32.2,21708,1,1,synthetic_demo
44.5,36.5,44.5,42.567557545269224,34.5,21755,1,1,synthetic_demo
29.4,39.6,29.4,26.98931566612707,36.8,21802,1,1,synthetic_demo
31.3,42.7,31.516000000000002,29.355885471575913,39.1,21849,1,1,synthetic_demo
33.2,45.8,33.664,31.920430443282047,41.4,21896,1,1,synthetic_demo
35.1,48.9,35.812000000000005,34.70706615979636,43.7,21943,1,1,synthetic_demo
37,52,37.96,37.742211983304955,46,21990,1,1,synthetic_demo
38.9,55.1,40.108,41.05475383642445,48.3,22037,1,1,synthetic_demo
40.8,58.2,42.256,44.67621414349077,50.6,22084,1,1,synthetic_demo
42.7,61.3,44.404,48.64092899227995,52.9,22131,1,1,synthetic_demo
44.6,64.4,46.552,52.986232559808684,55.2,22178,1,1,synthetic_demo
29.5,67.5,31.7,31.60348442890093,57.5,22225,1,1,synthetic_demo
31.4,70.6,33.848,34.49554026842394,59.8,22272,1,1,synthetic_demo
33.3,73.7,35.995999999999995,37.63743422288891,62.1,22319,1,1,synthetic_demo
35.2,76.8,38.144000000000005,41.05749821973617,64.4,22366,1,1,synthetic_demo
37.1,79.9,40.292,44.786631411096124,66.7,22413,1,1,synthetic_demo
39,83,42.44,48.85847367712933,69,22460,1,1,synthetic_demo
40.9,86.1,44.588,53.30958640472279,71.3,22507,1,1,synthetic_demo
42.8,89.2,46.736,58.17964058380004,73.6,22554,1,1,synthetic_demo
44.7,92.3,48.884,63.511612250923434,75.9,22601,1,1,synthetic_demo
29.6,95.4,34.032000000000004,36.27002177626311,78.2,22648,1,1,synthetic_demo
31.5,37.5,31.5,28.61227404583384,80.5,22695,1,1,synthetic_demo
33.4,40.6,33.448,31.085643057265468,82.8,22742,1,1,synthetic_demo
35.3,43.7,35.596,33.77282019878718,85.1,22789,1,1,synthetic_demo
37.2,46.8,37.744,36.699606436368015,87.4,22836,1,1,synthetic_demo
39.1,49.9,39.892,39.89423385829457,89.7,22883,1,1,synthetic_demo
41,53,42.04,43.38753428922915,92,22930,1,1,synthetic_demo
42.9,56.1,44.187999999999995,47.21311511117177,94.3,22977,1,1,synthetic_demo
44.8,59.2,46.336,51.40754233632409,16.6,23024,1,1,synthetic_demo
29.7,62.3,31.483999999999998,30.991148470304918,18.9,23071,0,1,synthetic_demo
31.6,65.4,33.632000000000005,33.80448131350825,21.2,23118,1,1,synthetic_demo
33.5,68.5,35.78,36.860343778580294,23.5,23165,1,1,synthetic_demo
35.4,71.6,37.928,40.186508122393,25.8,23212,1,1,synthetic_demo
37.3,74.7,40.076,43.81328071623437,28.1,23259,1,1,synthetic_demo
39.2,77.8,42.224000000000004,47.77367424788291,30.4,23306,1,1,synthetic_demo
41.1,80.9,44.372,52.10358718290284,32.7,23353,1,1,synthetic_demo
43,84,46.52,56.84199052870558,35,23400,1,1,synthetic_demo
44.9,87.1,48.668,62.03112193238155,37.3,23447,1,1,synthetic_demo
29.8,90.2,33.816,35.70598535713642,39.6,23494,1,1,synthetic_demo
31.7,93.3,35.964,39.0547964062289,41.9,23541,1,1,synthetic_demo
33.6,35.4,33.6,30.228229689036528,44.2,23588,1,1,synthetic_demo
35.5,38.5,35.5,32.81383843224757,46.5,23635,1,1,synthetic_demo
37.4,41.6,37.528,35.62999347650909,48.8,23682,1,1,synthetic_demo
39.3,44.7,39.675999999999995,38.704263569848244,51.1,23729,1,1,synthetic_demo
41.2,47.8,41.824000000000005,42.066780070213625,53.4,23776,1,1,synthetic_demo
43.1,50.9,43.972,45.750411422517146,55.7,23823,1,1,synthetic_demo
28,54,29.12,27.837768218470746,58,23870,1,1,synthetic_demo
29.9,57.1,31.267999999999997,30.360387725465987,60.3,23917,1,1,synthetic_demo
31.8,60.2,33.416000000000004,33.09321984559934,62.6,23964,1,1,synthetic_demo
33.7,63.3,35.564,36.061131524004495,64.9,24011,1,1,synthetic_demo
35.6,66.4,37.712,39.29132664714764,67.2,24058,1,1,synthetic_demo
37.5,69.5,39.86,42.81350975319188,69.5,24105,1,1,synthetic_demo
39.4,72.6,42.007999999999996,46.660056928698694,71.8,24152,1,1,synthetic_demo
41.3,75.7,44.156,50.86619394881981,74.1,24199,1,1,synthetic_demo
43.2,78.8,46.304,55.470181705823194,76.4,24246,1,1,synthetic_demo
28.1,81.9,31.452,32.11006780805852,78.7,24293,1,1,synthetic_demo
30,85,33.6,35.12395882878448,81,24340,1,1,synthetic_demo
31.9,88.1,35.748,38.397101027219946,83.3,24387,1,1,synthetic_demo
33.8,91.2,37.896,41.95839804072443,85.6,24434,1,1,synthetic_demo
35.7,94.3,40.044000000000004,45.83934638686636,87.9,24481,1,1,synthetic_demo
37.6,36.4,37.6,34.53298190173813,90.2,24528,1,1,synthetic_demo
39.5,39.5,39.5,37.48442226725838,92.5,24575,1,1,synthetic_demo
41.4,42.6,41.608,40.71349958501894,94.8,24622,1,1,synthetic_demo
43.3,45.7,43.756,44.2523330695152,17.1,24669,1,1,synthetic_demo
28.2,48.8,28.904,27.26355006310478,19.4,24716,0,1,synthetic_demo
30.1,51.9,31.052,29.710916470438644,21.7,24763,1,1,synthetic_demo
32,55,33.2,32.361447019019906,24,24810,1,1,synthetic_demo
33.9,58.1,35.348,35.2394640472587,26.3,24857,1,1,synthetic_demo
35.8,61.2,37.495999999999995,38.371594311837455,28.6,24904,1,1,synthetic_demo
37.7,64.3,39.644000000000005,41.78693140526017,30.9,24951,1,1,synthetic_demo
39.6,67.4,41.792,45.51720534314413,33.2,24998,1,1,synthetic_demo
41.5,70.5,43.94,49.5969593796782,35.5,25045,1,1,synthetic_demo
43.4,73.6,46.088,54.06373409740017,37.8,25092,1,1,synthetic_demo
28.3,76.7,31.236,31.580526979404524,40.1,25139,1,1,synthetic_demo
30.2,79.8,33.384,34.52365969885494,42.4,25186,1,1,synthetic_demo
32.1,82.9,35.532000000000004,37.71936828349319,44.7,25233,1,1,synthetic_demo
34,86,37.68,41.19603565728441,47,25280,1,1,synthetic_demo
35.9,89.1,39.827999999999996,44.98460610822704,49.3,25327,1,1,synthetic_demo
37.8,92.2,41.976,49.118758358114206,51.6,25374,1,1,synthetic_demo
39.7,95.3,44.124,53.63508592110804,53.9,25421,1,1,synthetic_demo
41.6,37.4,41.6,39.32723629443892,56.2,25468,1,1,synthetic_demo
43.5,40.5,43.54,42.718390298136306,58.5,25515,1,1,synthetic_demo
28.4,43.6,28.688,26.672020600997712,60.8,25562,1,1,synthetic_demo
30.3,46.7,30.836000000000002,29.042445731436263,63.1,25609,1,1,synthetic_demo
32.2,49.8,32.984,31.608850532650745,65.4,25656,1,1,synthetic_demo
34.1,52.9,35.132,34.39500426679475,67.7,25703,1,1,synthetic_demo
36,56,37.28,37.42694774174147,70,25750,1,1,synthetic_demo
37.9,59.1,39.428,40.73315443145357,72.3,25797,1,1,synthetic_demo
39.8,62.2,41.576,44.34469874989869,74.6,25844,1,1,synthetic_demo
41.7,65.3,43.724000000000004,48.29543153821668,76.9,25891,1,1,synthetic_demo
43.6,68.4,45.872,52.62216281260887,79.2,25938,1,1,synthetic_demo
28.5,71.5,31.02,31.034081913653896,81.5,25985,1,1,synthetic_demo
30.4,74.6,33.168,33.90480224368542,83.8,26032,1,1,synthetic_demo
32.3,77.7,35.315999999999995,37.0212893323955,86.1,26079,1,1,synthetic_demo
34.2,80.8,37.464000000000006,40.41139701500038,88.4,26126,1,1,synthetic_demo
36.1,83.9,39.612,44.10550862626302,90.7,26173,1,1,synthetic_demo
38,87,41.76,48.13670878496485,93,26220,1,1,synthetic_demo
39.9,90.1,43.908,52.54096244972298,15.3,26267,1,1,synthetic_demo
41.8,93.2,46.056,57.357301292340644,17.6,26314,1,1,synthetic_demo
43.7,35.3,43.7,41.148088421686865,19.9,26361,1,1,synthetic_demo
28.6,38.4,28.6,26.06290971282373,22.2,26408,0,1,synthetic_demo
30.5,41.5,30.62,28.35468325777187,24.5,26455,0,1,synthetic_demo
32.4,44.6,32.768,30.835114601723113,26.8,26502,1,1,synthetic_demo
34.3,47.7,34.916,33.52741140204822,29.1,26549,1,1,synthetic_demo
36.2,50.8,37.064,36.45701963903291,31.4,26596,1,1,synthetic_demo
38.1,53.9,39.212,39.65178343477298,33.7,26643,1,1,synthetic_demo
40,57,41.36,43.14211200981829,36,26690,1,1,synthetic_demo
41.9,60.1,43.507999999999996,46.96115383856383,38.3,26737,1,1,synthetic_demo
43.8,63.2,45.656,51.144978052186076,40.6,26784,1,1,synthetic_demo
28.7,66.3,30.804,30.470465559750767,42.9,26831,1,1,synthetic_demo
30.6,69.4,32.952,33.26709748131432,45.2,26878,1,1,synthetic_demo
32.5,72.5,35.1,36.30255186702082,47.5,26925,1,1,synthetic_demo
34.4,75.6,37.248,39.604145029104046,49.8,26972,1,1,synthetic_demo
36.3,78.7,39.396,43.20169056577665,52.1,27019,1,1,synthetic_demo
38.2,81.8,41.544000000000004,47.127669855998576,54.4,27066,1,1,synthetic_demo
40.1,84.9,43.692,51.417409808520354,56.7,27113,1,1,synthetic_demo
42,88,45.84,56.10926791265071,59,27160,1,1,synthetic_demo
43.9,91.1,47.988,61.244824625693155,61.3,27207,1,1,synthetic_demo
28.8,94.2,33.136,34.92832353135461,63.6,27254,1,1,synthetic_demo
30.7,36.3,30.7,27.64733349465281,65.9,27301,1,1,synthetic_demo
32.6,39.4,32.6,30.039919929463164,68.2,27348,1,1,synthetic_demo
34.5,42.5,34.7,32.63634094391793,70.5,27395,1,1,synthetic_demo
36.4,45.6,36.848,35.46143875208026,72.8,27442,1,1,synthetic_demo
38.3,48.7,38.995999999999995,38.54241883031672,75.1,27489,1,1,synthetic_demo
40.2,51.8,41.144000000000005,41.909015552845354,77.4,27536,1,1,synthetic_demo
42.1,54.9,43.292,45.59366501193868,79.7,27583,1,1,synthetic_demo
44,58,45.44,49.63168507291655,82,27630,1,1,synthetic_demo
28.9,61.1,30.587999999999997,29.889407779800823,84.3,27677,1,1,synthetic_demo
30.8,64.2,32.736000000000004,32.61025314434587,86.6,27724,1,1,synthetic_demo
32.7,67.3,34.884,35.56284008792577,88.9,27771,1,1,synthetic_demo
34.6,70.4,37.032000000000004,38.77393890656431,91.2,27818,1,1,synthetic_demo
36.5,73.5,39.18,42.27278461885463,93.5,27865,1,1,synthetic_demo
38.4,76.6,41.327999999999996,46.09124616667975,15.8,27912,1,1,synthetic_demo
40.3,79.7,43.476,50.26400285353628,18.1,27959,1,1,synthetic_demo
42.2,82.8,45.624,54.82872806918242,20.4,28006,1,1,synthetic_demo
44.1,85.9,47.772000000000006,59.826280336865594,22.7,28053,1,1,synthetic_demo
29,89,32.92,34.39365854182052,25,28100,1,1,synthetic_demo
30.9,92.1,35.068,37.629025237680395,27.3,28147,1,1,synthetic_demo
32.8,95.2,37.215999999999994,41.147094684256615,29.6,28194,1,1,synthetic_demo
34.7,37.3,34.7,31.721444625095142,31.9,28241,1,1,synthetic_demo
36.6,40.4,36.632,34.43982984459667,34.2,28288,1,1,synthetic_demo
38.5,43.5,38.78,37.40465681323825,36.5,28335,1,1,synthetic_demo
40.4,46.6,40.928,40.6449753447647,38.8,28382,1,1,synthetic_demo
42.3,49.7,43.076,44.192499072195936,41.1,28429,1,1,synthetic_demo
44.2,52.8,45.224000000000004,48.08178415196012,43.4,28476,1,1,synthetic_demo
29.1,55.9,30.372,29.290635322925336,45.7,28523,1,1,synthetic_demo
31,59,32.52,31.93397365266866,48,28570,1,1,synthetic_demo
32.9,62.1,34.668,34.80183467469692,50.3,28617,1,1,synthetic_demo
34.8,65.2,36.815999999999995,37.92043411648856,52.6,28664,1,1,synthetic_demo
36.7,68.3,38.964000000000006,41.318419514090095,54.9,28711,1,1,synthetic_demo
38.6,71.4,41.112,45.027038114513346,57.2,28758,1,1,synthetic_demo
40.5,74.5,43.26,49.08031199946491,59.5,28805,1,1,synthetic_demo
42.4,77.6,45.408,53.51522048041112,61.8,28852,1,1,synthetic_demo
44.3,80.7,47.556,58.3718898025536,64.1,28899,1,1,synthetic_demo
29.2,83.8,32.704,33.841699113794384,66.4,28946,1,1,synthetic_demo
31.1,86.9,34.852000000000004,37.00423168882882,68.7,28993,1,1,synthetic_demo
33,90,37,40.442632753061424,71,29040,1,1,synthetic_demo
34.9,93.1,39.147999999999996,44.187301661420065,73.3,29087,1,1,synthetic_demo
36.8,35.2,36.8,33.391813664637354,75.6,29134,1,1,synthetic_demo
38.7,38.3,38.7,36.23808932655064,77.9,29181,1,1,synthetic_demo
40.6,41.4,40.712,39.349552853804965,80.2,29228,1,1,synthetic_demo
42.5,44.5,42.86,42.75718528121558,82.5,29275,1,1,synthetic_demo
44.4,47.6,45.007999999999996,46.494770551022725,84.8,29322,1,1,synthetic_demo
29.3,50.7,30.156000000000002,28.67387179897082,87.1,29369,1,1,synthetic_demo
31.2,53.8,32.304,31.237960086027844,89.4,29416,1,1,synthetic_demo
33.1,56.9,34.452,34.01921275736963,91.7,29463,1,1,synthetic_demo
35,60,36.6,37.04328236037385,94,29510,1,1,synthetic_demo
36.9,63.1,38.748,40.338219985653,16.3,29557,1,1,synthetic_demo
38.8,66.2,40.896,43.93464186692277,18.6,29604,1,1,synthetic_demo
40.7,69.3,43.044000000000004,47.8659031863338,20.9,29651,1,1,synthetic_demo
42.6,72.4,45.192,52.16827913656337,23.2,29698,1,1,synthetic_demo
44.5,75.5,47.34,56.881153278570594,25.5,29745,1,1,synthetic_demo
29.4,78.6,32.488,33.272172003979485,27.8,29792,1,1,synthetic_demo
31.3,81.7,34.636,36.360162600181546,30.1,29839,1,1,synthetic_demo
33.2,84.8,36.784000000000006,39.71705025306369,32.4,29886,1,1,synthetic_demo
35.1,87.9,38.932,43.37269561239469,34.7,29933,1,1,synthetic_demo
37,91,41.08,47.35962097078368,37,29980,1,1,synthetic_demo
38.9,94.1,43.227999999999994,51.713187586343764,39.3,30027,1,1,synthetic_demo
40.8,36.2,40.8,38.022305017085316,41.6,30074,1,1,synthetic_demo
42.7,39.3,42.7,41.287248114137064,43.9,30121,1,1,synthetic_demo
44.6,42.4,44.792,44.870134480370936,46.2,30168,1,1,synthetic_demo
29.5,45.5,29.94,28.03883765207396,48.5,30215,1,1,synthetic_demo
31.4,48.6,32.088,30.521910156450474,50.8,30262,1,1,synthetic_demo
33.3,51.7,34.236,33.2146478876982,53.1,30309,1,1,synthetic_demo
35.2,54.8,36.384,36.14213154220758,55.4,30356,1,1,synthetic_demo
37.1,57.9,38.532000000000004,39.33180674220858,57.7,30403,1,1,synthetic_demo
39,61,40.68,42.81364932897456,60,30450,1,1,synthetic_demo
40.9,64.1,42.827999999999996,46.62033784602475,62.3,30497,1,1,synthetic_demo
42.8,67.2,44.976,50.78743326492559,64.6,30544,1,1,synthetic_demo
44.7,70.3,47.124,55.35356599393194,66.9,30591,1,1,synthetic_demo
29.6,73.4,32.272000000000006,32.68480082156931,69.2,30638,1,1,synthetic_demo
31.5,76.5,34.42,35.69651905350103,71.5,30685,1,1,synthetic_demo
33.4,79.6,36.568,38.97002431917072,73.8,30732,1,1,synthetic_demo
35.3,82.7,38.715999999999994,42.53462998717848,76.1,30779,1,1,synthetic_demo
37.2,85.8,40.864000000000004,46.4222784666747,78.4,30826,1,1,synthetic_demo
39.1,88.9,43.012,50.667717234516786,80.7,30873,1,1,synthetic_demo
41,92,45.16,55.30868216243551,83,30920,1,1,synthetic_demo
42.9,95.1,47.308,60.38608818310935,85.3,30967,1,1,synthetic_demo
44.8,37.2,44.8,43.20736106269013,87.6,31014,1,1,synthetic_demo
29.7,40.3,29.724,27.38525013408167,89.9,31061,1,1,synthetic_demo
31.6,43.4,31.872,29.785518180523823,92.2,31108,1,1,synthetic_demo
33.5,46.5,34.02,32.387810010277136,94.5,31155,1,1,synthetic_demo
35.4,49.6,36.168,35.2166257384175,16.8,31202,1,1,synthetic_demo
37.3,52.7,38.315999999999995,38.298796435683414,19.1,31249,1,1,synthetic_demo
39.2,55.8,40.464000000000006,41.66364811094944,21.4,31296,1,1,synthetic_demo
41.1,58.9,42.612,45.34317286864002,23.7,31343,1,1,synthetic_demo
43,62,44.76,49.37220729499698,26,31390,1,1,synthetic_demo
44.9,65.1,46.908,53.78861811478804,28.3,31437,1,1,synthetic_demo
29.8,68.2,32.056,32.079306001737294,30.6,31484,0,1,synthetic_demo
31.7,71.3,34.204,35.01299875417064,32.9,31531,1,1,synthetic_demo
33.6,74.4,36.352000000000004,38.201228498992016,35.2,31578,1,1,synthetic_demo
35.5,77.5,38.5,41.672752688290565,37.5,31625,1,1,synthetic_demo
37.4,80.6,40.647999999999996,45.45892486073636,39.8,31672,1,1,synthetic_demo
39.3,83.7,42.796,49.593869369044704,42.1,31719,1,1,synthetic_demo
41.2,86.8,44.944,54.114663391099214,44.4,31766,1,1,synthetic_demo
43.1,89.9,47.092,59.06152626491731,46.7,31813,1,1,synthetic_demo
28,93,32.24,33.63126748736628,49,31860,1,1,synthetic_demo
29.9,35.1,29.9,26.71282327782585,51.3,31907,1,1,synthetic_demo
31.8,38.2,31.8,29.028475051526495,53.6,31954,1,1,synthetic_demo
33.7,41.3,33.804,31.538365433513203,55.9,32001,1,1,synthetic_demo
35.6,44.4,35.952,34.26640516767101,58.2,32048,1,1,synthetic_demo
37.5,47.5,38.1,37.23880162987935,60.5,32095,1,1,synthetic_demo
39.4,50.6,40.248,40.4842214957597,62.8,32142,1,1,synthetic_demo
41.3,53.7,42.396,44.03396056871366,65.1,32189,1,1,synthetic_demo
43.2,56.8,44.544000000000004,47.922120823486765,67.4,32236,1,1,synthetic_demo
28.1,59.9,29.692,28.82286278025281,69.7,32283,1,1,synthetic_demo
30,63,31.84,31.455404778981443,72,32330,1,1,synthetic_demo
31.9,66.1,33.988,34.309296003396575,74.3,32377,1,1,synthetic_demo
33.8,69.2,36.135999999999996,37.41033272388301,76.6,32424,1,1,synthetic_demo
35.7,72.3,38.284000000000006,40.78670778123476,78.9,32471,1,1,synthetic_demo
37.6,75.4,40.432,44.46917679645756,81.2,32518,1,1,synthetic_demo
39.5,78.5,42.58,48.491231594424896,83.5,32565,1,1,synthetic_demo
41.4,81.6,44.727999999999994,52.88928089524755,85.8,32612,1,1,synthetic_demo
43.3,84.7,46.876,57.70283831483452,88.1,32659,1,1,synthetic_demo
28.2,87.8,32.024,33.12485851517622,90.4,32706,1,1,synthetic_demo
30.1,90.9,34.172000000000004,36.251657170768254,92.7,32753,1,1,synthetic_demo
32,94,36.32,39.649091268870386,15,32800,1,1,synthetic_demo
33.9,36.1,33.9,30.66597680044818,17.3,32847,0,1,synthetic_demo
35.8,39.2,35.8,33.291106160523334,19.6,32894,1,1,synthetic_demo
37.7,42.3,37.884,36.15143076893476,21.9,32941,1,1,synthetic_demo
39.6,45.4,40.032000000000004,39.27494840621281,24.2,32988,1,1,synthetic_demo
41.5,48.5,42.18,42.69224865126798,26.5,33035,1,1,synthetic_demo
